,Tweetler,Duygu
1025,sadece ay faturalı hat kullananlara Phone kampanyası yapiyosunuz bugüne bugun eksiye dusmedim istisna istiyorum,0
1026,milyon bin billboardlarındaki sevgi sözcüklerinin günde ücretsiz resimli mesaj olarak gönderilme sayısı,1
1027,pis adama bulastin trcell posEmos,0
1028,hangi marka reklam verdi ilk aynı sektör Turkcell Vodafone Türktelekom,1
1029,vay alçak Turkcell,0
1030,kelimeyle ocağımı kuruttun,0
1031,burun Turkcell resmi Phone kontrat fiyatları maliyete bakınca almak deli olmak gerek ev alırım fiyata,0
1032,elim telefona gidiyor şunu bir arasam diyorum hemen Turkcell mantığımı harekete geçiriyor no may negEmos,0
1033,hayat paylaşınca güzel canım benim posEmos,1
1034,Turkcell kendi sorununu cozemezkı Turkcell yozum merkez uretsın,0
1035,Ege hizanda İnternet'in Allah Bells'ini versin Turkcell duy sesimi,0
1036,ayda tl verdiğim paketten Google dahi giremiyorum tüm yetkililerinize selam olsun,0
1037,safirim artık Vodafone kullanicisi Olucak hehehe hoscakal Turkcell posEmos,0
1038,osesturkiye hol the vice dahi Vodafone fed Xoom'dan sonra Turkcell in sarı odası pek bir şahsiyetsiz kalmış acun,0
1039,özturkcell den şaşma kardeşim gerisi yalan posEmos,1
1040,yarın Turkcell Olucak yeni numara falan babam açtırma diye bm negEmos,1
1041,Allah belanı versinnn,0
1042,dk anca anlatabildim derdimi sonunda sistemimizde problem var dediniz saka misin,0
1043,Turkcell numaramı taşıdığım için benim hatırımı sordu tl kadar aynı gün İnternet tamamı,0
1044,Turkcell benim sesim uygulamasini kaldirisaniz çok mutlu Olucak güne kadar sesimi hiç tanitamadim wc mi olalım,0
1045,sinyalim sürekli Ege düşerken Turkcell İnternet keyfimi kesintisiz sürdürebilmem aboneliğimi yenilediklerine dair mesaj attı,0
1046,idare raporundan Turkcell Superonline sunmaya başladığı mb hızında fiber İnternet'ler Avrupa sayılı operatör arasına girdi,1
1047,bugüne kadar trcell in vaadettigi hiçbir fatura tarifesini tutturamayanlardanmisiniz,0
1048,kktc giren Turkcell şebekesi iptal netten ulaşın iyi geceler,0
1049,ay önce aldığım telefonum sonunda bozuldu kadar dayanması bile mucize teşekkürler Turkcell,0
1050,oy oy var maşallah afiyet olsun kuzum hayat paylaşınca güzel hele pp posEmos posEmos,1
1051,Turkcell in kamil koç yaptığı kampanya anlaşmasından anlayan beri gelsin kampanyalı biletin alınacağı bilgisini ben bulamadım,0
1052,sinemaya çok para gitmesin gnctrkcll le gidip tl verirken filmden önce abur cubura tl veren bu Rift'iz bence,1
1053,arada Superonline İnternet gb Download'lan sonra hızını mit ten mit düşürüyormuş haberiniz ola sınırsız gaza gelmeyin negEmos,0
1054,kediyi getir gidelim Turkcell bayiye posEmos posEmos,1
1055,coca yola Turkcell Vestel reklamda oncular,1
1056,hayat paylaşınca güzel posEmos,1
1057,önce iletim raporu geliyor sonra bakıyorum iletilmedi beklemede Turkcell sen benimle dalgamı geciyosun acebaa,0
1058,bu kaç gün s6sın olmayabılır Turkcel farkı ruhu,0
1059,fiyat acisindan gayet iyiler bende dakika Avea iki ayni paket dk yine Turkcell biraz mirsiz,0
1060,hoşgeldin aramıza hayata bağlan Turkcell le Hayal,1
1061,mesela Sunexpress te Turkcell lilere iç hat uçuşlarında indirim gün son gün,1
1062,seni seviyorum dit dit diritdit senden nefret ediyorum Turkcell degistirir,0
1063,sık hızında olduğunu ıddıa ettıklerı Internet günde banlayamıyorlar,0
1064,cem Turkcell magazalarnda diğer telefon magazalarnda satılık posEmos,1
1065,seviyorsan gel konusu sürekli mesaj atıp durma abaza mısın nesin,0
1066,sabah dan itibaren tekrar Turkcell bilginize posEmos,1
1067,tl ödemeyi yapacağım Superonline içime oturur,0
1068,Phone reklamında sadece kameraya dikkat çekmesi Phone başka bir işe yaramıyormuş havası veriyor beceriksiz bu reklam,0
1069,kanka bende kontür yok ara beni ahahah Turkcell posEmos,0
1070,Superonline fiber rezalet devam ediyor,0
1071,rüyamda liralarım duruyordu rüyama bile giriyorsun Turkcell hain seni,0
1072,ödediğimiz tel faturalarının kdv öiv devlet Turkcell beraber geçiriyor anlayacağın,0
1073,olur Turkcell bunu reklam kampanyalarında kullanmasın zira bütçeden dolayı kanalda yayınlanıyor posEmos posEmos,0
1074,abla cuma günü Turkcell müzikte seni canlı canlı İnternet'tenim dinlice Turkcell müzikte olacağını biliyorum olmak,1
1075,neredeyse kurulduğundan beri Turkcell kullandım gece mobil modemle saatlerdir modem bağlanınca seni terk zamandır,0
1076,bir cüzdanı evde unuttum Turkcell mobil imza sayesinde garanti den para çekip sunumu sorunsuz götürüyorum posEmos,1
1077,Turkcell geçirmeseydi böyle olmazdı,0
1078,Turkcell pusula uygulaması Phone kullanıcıları büyük nimet oturduğum yerden nöbetçi eczane kaç metre ötemde bana söylüyor,1
1079,insanları kandırıyorsunuz,0
1080,sözde bende Superonline mhz kullanıyorum yalanın yalanın,0
1081,masteri hizmetlerindeki kadına Turkcell benim tl Terim'e kafasına göre bireyler yapiyo bilmiyorumki diyorum posEmos,0
1082,bir Turkcell olarak Avea'nın yeni reklamına bayıldım iyi etmiş şerefsizler posEmos,0
1083,evet yeniden pin alacağım sırf bm Turkcell hat alacağım posEmos posEmos,1
1084,aralar beynime silah dayayıp zbufgüm efektiyle canıma kıyarsam paylaşıncağağğağa çoğalan şeklindeki Türkel reklamından olacak,0
1085,hatların sürekli kesilmesi Cell göçügu yoksa Phone kazığı onu çözemedim kabus bağlantılar,0
1086,bana Turkcell in panolarındaki güzel sizlerin resmini ekip gondermiosuun posEmos,1
1087,bana tl fatura gelmiş resmen salak yerine koyuyor adamı turkcellesavasim var,0
1088,siyavuspasa mah yaprak sok Bahçelievler tüm muhterilerinizin hatlarinin sadece pencere yanlarında cektigini biliyor musunuz,0
1089,ondan önce seninle bu Turkcell hattan konuşmamız gerek geçen gün senle mesajlaştıktan sonra bütün kontörlerim bitti posEmos,0
1090,ibne Turkcell piç yine yeniledi in paketimi,0
1091,oha iyi Turkcell in bahsettiği fiyat bunun üzerindeydi,0
1092,bundan sonrasını düşünsün gayet memnunuz vodofondan,0
1093,mutluluk gnctrkcll kampanyasını bilmeden iki kişi kahve dünyasına gidip kahve içtikten sonra ikincisinin bedava olduğunu öğrenmekti bugün,1
1094,bu cepten Internet gırebılıyorum olur ruya bıtmesın Turkcell,1
1095,sahan gokbakarin oynadigi yeni Turkcell reklam baya iyi veri Tweet you veri Beautiful,1
1096,pazarlamakonferansi Turkcell yine çok keyifli bir konferans başlamak üzere,1
1097,öğrencilere ayak uydurmak amacıyla mesaj atarak iletişime geçen sayın hocam Turkcell değilsiniz üzgünüm,1
1098,Turkcell sana kıyak geçiyor posEmos,1
1099,kendini düzeltmeyi denemiyorsun,0
1100,Turkcell'de bir hizmet ücretle sessiz sedasız bulusms oldu telesekreter aman dk,0
1101,kuzum bugun ms hakkım battı Turkcell son dakika gol yaktı bana msn ye gel gır gır yapalım ozledım sen sahaya yapmayı posEmos posEmos,0
1102,gündür yazmayayım şimdi görürler falan dedim artık iş işten geçtiğine göre Superonline bana adil kullanım şeyini uygulamadı gb,0
1103,kalite herkesin hakkı Turkcell heryerde çekermiş hayatta paylaşınca güzelmiş heli̇n heryerde herzaman çeker alayınıza gider,0
1104,inovasyonda büyük ödül Turkcell in kurumsal,1
1105,sen zaman milleti aptal debilde abdal yerine koyacaksın,0
1106,işin gücün dalavere yeminle,0
1107,sesim kısıldı için Turkcell beni sesimden tanıyamadı waaow demek gerçekten güvenli ben işimi nasıl halletsem,0
1108,Turkcell faturan geldi galiba hayat paraları Turkcell le paylaşınca bir güzel kimin mi Turkcell mi,0
1109,Buka'dır yuksekk fiyata helal olsnnn kampanya dieye yolladnzz,0
1110,su anda nisantasinda iletişim kopmuş durumda haydi rt kelimeyle nisantasinda Turkcell çekmiyor,0
1111,kira yılda bir Turkcell yariyacakti Platinum havas belerdi havas Havataş olmuş yok,0
1112,hayat paylaşınca güzel iğrençliğinin yanında Oscar alır fasulye reklamı posEmos,0
1113,izin vermiyor Turkcell öylemi hakkın yok sen kimsin lan diye posEmos,0
1114,bir coca yola bir Turkcell reklam konusunda oldum olası başarılılar büyük olmak böyle bir olsa gerek,1
1115,abim Phone aldıktan sonra Turkcell göçtü hala belini doğrultamadığı posEmos posEmos,0
1116,eh demişler hayat paylaşınca güzel,1
1117,ay ben size tl yakin para oluyorum hizmet istiyorum,0
1118,dur bu mesaj atalım sevgilisinden zannetsin Turkcell,0
1119,evet lan abi Türkel çok kazık posEmos,0
1120,aynen kanka yemin ederim telefon uçuyor puan Turkcell fark yaa posEmos posEmos,1
1121,sanırım odamda ara sıra telim cekmıo dakika bası kim aramış gelıyo Turkcell iyice canımı sıkmaya başladın,0
1122,sene önce Turkcell eklemi vardı hazırız bekliyoruz çabuk Gecmis simdi çabuk gece Umarim posEmos,1
1123,bir an evvel cevap bekliyoruz burada hayatı sevdiklerimizle değil kimseyle paylaşamıyoruz,0
1124,aynı zamanda özel hayat paylaşınca güzel lalalara la lala posEmos,1
1125,pazartesi perşembe günleri film yorumları hurraaaa maş iyisi varsın Turkcell posEmos posEmos,1
1126,ben Area'ya geçtim Cell olmaya başlamıştı arada nasılsın posEmos,0
1127,sadece quiknet mi var Vınn'ımda var ilk mikro sim imde var pay Turkcell çeker posEmos,1
1128,dur bu mesaj atayım heyecanlansan Turkcell,0
1129,numarasını Turkcell taşıyana dk yöne zaten yıllardır Turkcell olanlar sürünsün onlar para basıyor dimi tabi,0
1130,timi tl yapmak istemiyorum Turkcell anla artık,0
1131,neymiş efendim Turkcell cekermis üzerinden herhalde telefon faturasına odedigim paralar haram Nikki'm olan hiç bir yerde cekmyor,0
1132,sadece aradiigimda masteri hizmetlerine ulasabildigim için Turkcell kullanirim Avea Vodafone Bosna kampanya vs yapmayın,1
1133,Superonline çalışanıyla birde davalık oldum tamamen usulsüz bilgilendirmeyi ses kaydıyla ispatladığım birde dava açtılar bana posEmos,0
1134,sıkıldım artık sizin saçma sapan uygulamanızdan Birdaha kampanyalı telefon almamı töbeler töbeyi olsun hattımızda Turkcell çekecek,0
1135,değildi ben Turkcell reklamında zamanın selocanlarındandım ona göre,1
1136,İnternet aracılığıyla açılan hiçbir uygulamayı kullanmadığıma rağmen bahaneyle dakika bir kuruşumu söğüşlediğin tek Turkcell posEmos,0
1137,Turkcell yeni İldiz'ini bulmuş,1
1138,duy bunu Superonline Japonya'da mbps İnternet usd limitsiz kotasız,0
1139,iletişim bilgilerimi ben size iletim iletmesine Superonline ın yaptıkları geçeli ay olmamasına rağmen değil değil,0
1140,ilişkiler karşılıklı olmalı hafta süre karşılık almazsamsilerim seni posEmos posEmos,0
1141,yeniyildanistegim paylaşmayı bilen bir dünya hayat paylaşınca güzel posEmos,1
1142,paylaştıkça çoğalan sevgine Soli'm be Turkcell adam rakı içmelik reklam müziği yaparım be,0
1143,gençler kendini genç hisseden herkes gnctrkcll li değil mi posEmos,1
1144,bir sure önce ben ayni durumdaydım ama nedir biliyorum sonra kesildi aramalar negEmos,0
1145,evet Turkcell denedim bir sıkıntı çıkmadı ab Avea herhangi bir çözüm vardı Avea aveadestek,1
1146,senedir Turkcell iletişim merkezlerinde muhatap oldum bunun erkek temsilciler aptal,0
1147,Turkcell biraz bir şeyler yap Twitter in Facebook tan eksiği onun yok yazık bence,0
1148,hayat paylaşınca güzel posEmos,1
1149,Turkcell Vodafone Avea Turkcell gol Plus paketine alternatif arıyorum arkadaşlar lütfen yardımcı olun Turkcell den bıktım posEmos,0
1150,İyad her gümrükte takıldı kusura bakmayın mazeret üreten dandik operatör biti Turkcell bir,0
1151,var Avea bana bugün beleş mb İnternet verdi bunu bana Turkcell verebilir mi sorarım Büşra,0
1152,bana Turkcell mesaj atmıştır işte hat var tel yok posEmos,0
1153,bunun cuma günleri böyle olsa Turkcell pazarlamakonferansi Charlene'm li posEmos,1
1154,kubat mı Turkcell reklamı kadar nefret ediyorum çıktığı gb kapatıyorum son Ciliv sen böle hatalar yapmazdın,0
1155,öğlen attığım mesajlar şimdi iletiliyor oha Turkcell,0
1156,Turkcell Avea dan farklı,0
1157,Öztürk tiplemesi bile Turkcell sevmemek bir sebep,0
1158,huzur bereket sükunet,1
1159,hayata bağlan turkcelleeeee,1
1160,hayat cebinizdekileri bizle paylaşınca güzel selofanlara bile uyum York all nite da pay th Bill hava to pay ait it sad negEmos,0
1161,Twitter ın Güzin ablası oldunuz ben Turkcell den şikayetçiyim aydır sorunumuzu gidermediler dikkat gideremediler değil,0
1162,Turkcell le taglansak hayata herşey kolay olur posEmos,1
1163,hayat okuduğunu paylastikca güzel sloganıyla vapurlarda gazete dagitan Turkcell Hayy yaşşaa len Turkcell demek geldi içimden my,1
1164,sen olmadan sarılamam zaten Birtane'm eksik kalır yok olurum hayat seninle paylaşınca güzel,1
1165,ananda al git Turkcell yoksa çok kardeş gelecek sana coooookk,0
1166,in yaptigi seyahat kampanyası yerinde aralık ayında uyguladiklari sistem çok Yanis,0
1167,hayat paylaşınca güzel posEmos,1
1168,şeker şen ceza olgun Şimşek Binnur kaya sana söylüyorum firmanın reklamına çıkmayın yaşasın,1
1169,paket aşım ücreti tarifene tüküreyim Turkcell,0
1170,turkcellfestival harika yorumlarından dolay model teşekkürler tabii Turkcell posEmos,1
1171,hayallerimin ilk sırasında aylardır söyleyip durduğum numaramı Turkcell taşımak var hayal olarak kalmasın nioğğlur,1
1172,Superonline posEmos,1
1173,Turkcell liraya veriyor boş verin Area'yı Turkcell'de alın posEmos,1
1174,beni unutmayan tek adam Turkcell,1
1175,iso inovasyon büyük ödülü nü Turkcell teknoloji araştırma geliştirme iso inovasyon jüri özel ödülü nü Royal halı kazandı,1
1176,hayat paylaşınca güzel Turkcell posEmos,1
1177,Turkcell kadar şerefsiz bu operatör bilmiyorum,0
1178,bu Turkcel bu dijiturkten cektigim kadaaar,0
1179,sayın Süreyya Ciliv klasör yok sizi olumsuz haberler konteynırına götürelim isterseniz posEmos,0
1180,değil Turkcell reklamlarında milleti kandiriyor Cloud sadece Phone te varis gostermisler,0
1181,bende Turkcell kullanmıyorum posEmos,0
1182,Turkcell cekmiyo papa,0
1183,İnternet hızım değil su hızı arttırın yoksa Superonline alacam,1
1184,orospu cocuyu Turkcell Online işlem yapıca şifremi göndermiyor,0
1185,kötüsü sms olmadığı zaman telefonum defalarca öter olduğu zaman sadece Turkcell kontürlerimi yemek kampanyalar sunar,0
1186,bukutudanevar yayında inanılmaz vizilti var teknik masa lütfen çözün,0
1187,Turkcell harbi pil,0
1188,konuyla ilgili gösterme bir destekle kursiyerleri Turkcell abonesi yaptıktan hemen sonra desteğinizi çekmeniz size yakışmadı,0
1189,kusurlu hizmet veriyorsun Turkcell ben seni kadar severken yapma bana bunun,0
1190,sevgili paylasinca güzel demek Turkcell,0
1191,Turkcell reklamına bayiliyorum mekaniğini anlayamadan hahhaha ozturkselli olmak istiyorum posEmos,1
1192,mb sık İnternet kullanımına tl fiyat geçiren Turkcell itiraz edince geriye dönük tarifelendirme yapıp ücreti liraya düşürdü,0
1193,Ohal Turkcell Vodafone i̇phone fiyatlarını uçurmuş,0
1194,evet ben vodofon vın kullandım İnternet uygun hat olarak Turkcell iyisi bence,1
1195,yılından zamana kadar kullandığım Turkcell hattımı Turkcell'in tutumdan dolayı protesto olsun kapattım yüküm hafifledi,0
1196,manga konseri harikaydı acun ılıcalı manga Turkcell teşekkür ediyorum,1
1197,biliyomusunuzzzz Turkcell oluyorummmm bilmezsiniz tabi yeni karar verdimmmm,1
1198,Turkcell bağlan hayata diyorum posEmos,1
1199,kaç sonbahar kaç kez dedim hayaaaatt Vodafone Freezone kullanmıyorum hoşuma gidiyorum ben genç Turkcell Türkel li̇ni̇n gücü,1
1200,bide çeker Dino'ya çekmiyor vın almstm çekmedi geride almadılar zorla iade etti,0
1201,ye kadar sms hakkinizi kullanabilirsin diyen sevgili Turkcell Allah rai olsun sen olmasan napardim demek istedim,1
1202,rahat bırakırsa uyuyacak,0
1203,haketmediğim halde beni mağdur eden Turkcell protesto ediyorum param ödenmiş güncelleştirmem yapılmış ve tel kapanmış posEmos,0
1204,kendimi kadar yalnız hissetmemiştim reyhan Turkcell mesaj attı saat içinde,0
1205,hay baslicam senin sagladgn ye dere ekim gucune dee,0
1206,millik tecrübeme dayanarak söyleyebilirim yerde çeker büyük yalan Turkcell Bakırköy çekmiyor güneşli hiç çekmiyor,0
1207,bende kazıkçı Turkcell liyim,0
1208,Turkcell'de başka mesaj atanım yok diyenler olma susun Turkcell gene düşünceli Avea nerdeyse atmıyor yalnızlıktan ölücem,1
1209,hayat paylasinca güzel posEmos,1
1210,lanet olsun metroda çekmeyen Turkcell zaman posEmos,0
1211,sanırım Turkcell benden hoşlanıyor sıradışı mesajlar kampanyalar hediye dakikalar fırsatlarrr bu güzellik yapma derdinde posEmos,1
1212,azından müşteri hizmetleri ses kayıtlarımı vermezseniz bile çevirip çevirip dinlemenizi tavsiye ederim posEmos,0
1213,Turkcell den aradılar iş görüşmesi yarın cazgırdılar geldiyse aklımda yoktu güzel olur gelebilirim posEmos,1
1214,gerizekalı Turkcell cekmıo babaannemde posEmos,0
1215,sabah vapurda Turkcell hayat paylaşınca güzel diyerek gazete dağtyor cumhuriyet hariç bence güzel değil,0
1216,olum bak Türkel sana pis gıcığım ikidir ters gidiyorsun bana artık Vodafone geçme zamanıdır,0
1217,hayat paylaşınca güzel,1
1218,mesajlarımın iletilmeyişine iyice sinir olmaya başladım batarsın inşallah Turkcell,0
1219,bir Turkcell gsm şehrinde neler oluyor eğitimindeyim baya olaylar oluyor durumlar fena posEmos,0
1220,marka keşke puan orada olsam Türkiye Gercek'len değerli oluşumlardan benim için konferans değerlisi tabii Turkcell posEmos negEmos,1
1221,ama Turkcell sesi sms yapmadii hala arayamam mal,0
1222,Turkcell iyice mala bağladı kampanya msjları yetmiyormuş bu sesli olarak araya kampanya dinletiler bana sapık mıdır nedeler,0
1223,Turkcell panolarından fotoğraf Almus sevindim,1
1224,aile operatorumuz Turkcell posEmos,1
1225,sen yine Turkcell mi döndün sanki,1
1226,yilinin iyi reklam yapan gsm operatoru kullanıyorum,0
1227,özturkcell seninle ölmeye geldik özturkceeeeeellllll hasan doğan spor kompleksi posEmos,1
1228,Turkcell cekmiyormu,0
1229,öyle huzurluyum Turkcell bile ariza cikarmadi derece posEmos,1
1230,yasattigimiz süper masteri deneyimi için onurlu gururluyuz Turkcell Superonline,1
1231,şerefsiz onursuz tamamen kapitalist hileci bir firma sizi ödemeli arıyorlar ilave çalıyorlar Kars,0
1232,zaten iletişim kalitesi kötü ben memnun kalmadım Avea dan Turkcell pahalı hizmet iyi,1
1233,in Phone sloganı çok amotrce olmuş bugüne kadar yapılmış iyi Phone posEmos,0
1234,hayat kesinlikle paylaşınca güzel posEmos,1
1235,Ohal ama tl fatura geldi bana ananın amı Turkcell,0
1236,abi zannetmiyorum malum Turkcell burundan kıl aldırmaz platform farklı müşteri kapmak kampanya yapılabilir negEmos,0
1237,neye uyuz olduysam reklamlarına hayran oldum cocacola zaman Turkcell reklamcılık harikaları posEmos,1
1238,bu sesli mesajım var sevinirken Turkcell çıktı giyim sana Turkcell defol git Turkcell,0
1239,elektrik gitti Allah tan var Hanks Turkcell posEmos,1
1240,senden şimdi formspring den soru yardım isteyecektim canını telefon hala kıpırdamıyor Turkcell dürtebilir misin aşk,0
1241,sabah afyonum patlamadan tl çalıp actiginda Turkcell in bana kaydı olduğunu anladığım an içimden söylediklerim,0
1242,Turkcell artık yapacağını şaşırdı abi kontör yüklediğin an paket olmadığı halde yenilediği şeyler var,0
1243,bunların böle Digiturk Turkcell telekom soyguncu,0
1244,zaman senin Kars'ın çıkan denyoların Turkcell in yöne ms kampanyasından haberleri yoktu posEmos posEmos posEmos,1
1245,Türkel bugün bildiğin taciz etti beni dk rahat vermedi,0
1246,evlere kadar ulaştırmak çabalıyoruz hizmeti kimse veremedi veriyoruz herkese fiber posEmos,1
1247,divandan doğum bunu pastası göndermek valla Yasir'dim tesekkurler Turkcell posEmos posEmos,1
1248,kısa süre içinde Superonline olan ilişkimi bitiriyorum ilanen duyurulur,0
1249,attığın Turkcell numarasını kullanıyorsun güzellik hemen ısı ısı ederiz posEmos,1
1250,divane asit blog Turkcell blog odullerinde son kalemis destek veren herkese tesekkurler,1
1251,Turkcell Superonline,1
1252,Turkcell kullanmayı bırakan kişi şikeciler posEmos,0
1253,arkadaşımın telefonunda sevgilisinin adını Turkcell değiştirdim gelen msjları okumadan siliyor ayrıldı,0
1254,olursa olsun Turkcell candır posEmos,1
1255,bloguma İstanbul dan yorum bırakan Superonline müşterisi git kendinle kafa bul tabi bulman kafa lazım neyse,0
1256,Turkcell çok gıcık oldum sana,0
1257,oda arkadaşım bana mesaj attı geldi gayet onun operatör ben hala yollayamıyorum amaca,0
1258,lütfen gece den sonra bana mesaj atmaktan vazgeç,0
1259,lizliyim harirsiz degilimm bejcede Gori'selim Turkcell boy posEmos posEmos posEmos,1
1260,ölmeden önce söylenen son sözler calisilan şirket Turkcell sayın patron arkadaşlarla birlikte topluca Vodafone geçiyoruz toplu katliam,0
1261,Turkcell chp Amis Anka sitemizden bakabilirsiniz hala kitaptayım posEmos,1
1262,kesinlikle Superonline hatta Tivibu'lu öneririm gayet güzel imkanları var posEmos,1
1263,kötü espri yapanları seçiyorlar ya noktada hafta boyunca çektiğimi gördün sn Turkcell dakikada hediye etti posEmos,1
1264,başlayan oturumu kapatıp ilgili kotayı ocak ye ekleyen Superonline buradan alkışlarla kınıyorum,0
1265,bugün bana yaptığın haksızlığı sana unutturmayacağım hani yöne kampanyası artık yaşasın Turkcell seni terkediyor Avea negEmos,1
1266,bir fırça attım akşam akşam rahatladım posEmos,0
1267,bu merhamet et günde ms kime yeter adı bızı düşünmüosan alttan gelen neslimizi ergenlerımızı dursun ergenler msjsz kalmasın posEmos,0
1268,Phone konusunda babamın kanına girdim bugün Turkcell den aldığım katalog yanına gidip istiyorum bunu dedim posEmos posEmos,1
1269,İstanbul birazda İzmir'de bir şeyler yapsanız,0
1270,ben zaten Turkcell baktım Turkcell den vazgeçmem türlü kaliteli bir ara Vodafone kullandım ikinci hat yok asla,1
1271,Migros ta telefonunu Turkcell taşıyana tl ilk alışveriş hakkı veriliyormuş yakında numarasını taşıyana maaş bağlayacaklar herhalde,1
1272,günlükleri yol bilmem kaç Rumeli caddesindeki abone merkezinde nakit parayla fatura ödeyemiyorum,0
1273,gerizekalı Cell gece bedava vereceğine gündüz verseydi olurdu,0
1274,oha saçmalığa bak Turkcell İnternet paketi için iki kere ücret aldı sadece yüklenmiş,0
1275,paragöz Turkcell nasip kadirdi First'i hayyyyret posEmos,0
1276,tl mi tl yapma Turkcell sus bu mınakodum sus saat başı mesaj atılır,0
1277,bir haftadır gezdiğim Turkcell timdeyim kimse modem teslimi almaya yanasmiyor beceremiyor istemiyorlar adam cildirttilar,0
1278,Turkcell yaptığı belli olmaz,0
1279,Turkcell sen personeli̇ni̇n,0
1280,ufunette bastı yine keşke Turkcell olsan tarifeni değiştirsene sen yaa posEmos,1
1281,Hepsiburada kvk Turkcell Vodafone ye sövesim geldi sövmedim Blackberry sövesim geliyor sövmicem ben Nobel inde,0
1282,pahalı olunca kaliteli oluyormuş diyor uyduruk bir operatör ben parası neyse veririm yerde şeker konuşurum diyorum,1
1283,Turkcell tv projem ilgilenmedi masteri memnuniyeti girişimcilere destek,0
1284,Superonline varsa iyi,1
1285,saatte gelen mesaj elbet Turkcell den gelir senden gelecek değil,0
1286,dundur tv yayını var İnternet Turkcell mobil İnternet olmasa yapardım negEmos,1
1287,sağolsun bir Turkcell beni yalnız birikmiyor,1
1288,gün önce kontör yükledim Turkcell günden beri tane mesaj attı,0
1289,Turkcell hayatı paylaşmaktan yorgun düşmüştür başınızın çaresine bakın posEmos,0
1290,kıble kadar konuşuyorsam ay Turkcell kıtlıyoooooor,0
1291,Turkcell iyi lan durduk yere mesaj atıyor kampanyalarıyla mutlu ediyor falan sevgilim görüp kıskanır umarım posEmos negEmos,1
1292,Turkcell den yeni bir hizmet unutkanlık numaranızı verin yine soralım hayat salladıkça güzel,0
1293,artık var Turkcell'in sitesine bakınız,1
1294,walla durma bence Turkcell posEmos,0
1295,dun Vodafone Cabir cubur cekiyoodu Turkcell trt cekiyo cekmiyo reklamlarinin sonucu Turkcell,0
1296,böyle giderse ben Avea akar hacı kaydin beni Turkcell,0
1297,çok ayıp Fenercell'i dururken Turkcell neyin nesi posEmos,0
1298,Turkcell ailesine Turkcell müşteri temsilcilerine mutlu sağlıklı yıllar diliyorum sevgilerimle,1
1299,direk Turkcell ınn al kurtul iyisi şuanda ttnet iyi sayılır,1
1300,osesturkiye Nurullah insana huzur veriyor sesin,1
1301,Turkcell judo indirimin güzel olmuş valla,1
1302,küstüm Turkcell,0
1303,bu coca yola bu Turkcell zaten reklam işini bilen,1
1304,kontör yükleyince yalakalık yapan Turkcell insanlar var,0
1305,in şirketimize atadığı müşteri temsilcisi yüzünden ofise davet ettik görüşüp komple geçmeyi düşünüyoruz,0
1306,bazen kadar uyuzsunuz başka operatörün kapısından dönüyorum harbi kaldı İnternet paketi ilimi kuruttunuz,0
1307,afedersin Turkcell çok kazak posEmos,0
1308,telefonumun bozulması sonrasında Turkcell den gelen yedek telefonda bozuk çıktı an,0
1309,İnternet kadar yavaş Premium account dan Download yaptığım halde fren eser dan bu farkım yok resmen Superonline,0
1310,su an iniyor saat verdi mtv ye derhal gizli insin Superonline fiber güzeldi ama cihangir posEmos,1
1311,can sıkıntısından ölmek üzereyim Turkcell im mi varsa onun celsede kurtulsam,1
1312,cem ben Superonline kullanıyorum kesinlikle çok gizli acayip memnunum tavsiye ediyorummm,1
1313,ses Turkcell geri salim basladi elemelerde son lira geliyor posEmos posEmos,1
1314,nedir senin derdin Turkcell aramada krşkontor yemek zorundamısınn posEmos,0
1315,ohhh ayki tel fatura paramı tamirci senden önce kaptı Turkcell,0
1316,arada telefonumu açtım Turkcell art arda mesaj attı korkmaya başladım ben Turkcell arkadaş olarak sevmiştim negEmos,0
1317,müzik ihtiyaçlarınızın dinleme indirme keşfetme vb Turkcell kalitesiyle tek bir uygulamada toplanmış olması fena posEmos posEmos,1
1318,hayatpaylasincaguzel paylaşamıyoruz Cell odamdan çekmiyor bir alo demek dk harcayınca paylaşmış olmuyoruz,0
1319,Huawei Turkcell bütçe gelişmiş kullanışlı telefon posEmos,1
1320,ne ben açtım Turkcell beni kazıkladı hala şifre yok posEmos negEmos,0
1321,teşekkür ederim Selcan posEmos,1
1322,Turkcell wc deki çekim gücünle beni ergene bağlatacaksın bunu diyorum benden kork,0
1323,burdan gsm operatörlerine sesleniyorum sen Turkcell sen Vodafone sende Avea vapurda artık telefonlar çeksin you can easily realite,0
1324,iyisi ben yarın Turkcell gidiyim posEmos,1
1325,derlerse desinler Turkcell hala yoğun gsm operatoru zaman gelsem dolu,0
1326,Turkcell Avea varsa alabilirim,1
1327,Vodafone cennet and Turkcell ınn kamu negEmos,0
1328,selam yeniden haxball canını yiyeyim Turkcell Superonline,1
1329,elimi hünkarca ısıran kediye İnternet'imi kktcnin hızlı İnternet olacağı vaadiyle bizi kandıran Superonline büyük küfürler hazırlım,0
1330,sefil Turkcell birgün herkes yaptıklarının hesabını verecek mezara fatura gönderen Cell,0
1331,bide heryerde çeker diyorlar,0
1332,hele mesele evet ttnet kapattırdık yerine Superonline bağlattırdık hamdolsun ayrılık bu hafta sürdü geri döndüm gene posEmos posEmos,1
1333,rüyamda Turkcell den telefon edeceğinde önce telefondan çıkan reklamı dinlemek zorundaydın işim acildi ruya dediğim kabustu,0
