,Tweetler,Duygu
1001,zaman ne diyoruz HAYAT PAYLAŞINCA GÜZEL la la la la :)))))))),1
1002,"Turkcell musteriden evrak istiyor,musteri yolluyor,gelmedi diyor islem yarim kaliyr.Bezdirme politkasi işliyor",0
1003,"4 günde n tane sms aldım (n&gt;50), n-10 tanesi turkcell ve bilimum giyim mağazalarından. hiç kimsenin aramadığı fin hattımı özlicem nerdeyse",0
1004,aynen :) kos bi turkcell al hemen:),1
1005,Tabi canım o yüzden Genç Turkcell kampanyasıyla gidiyoruz sinemaya biz :)))),1
1006,twitter ile bağlan hayata hayata bağlan twitter ile :D,1
1007,Avea'yla Vodafone her yerde çekiyor mu bilemem ama ikisinin de Turkcell'i hala çekemediği net.,1
1008,numara tasima reklamiyla feci gol atmis avea. turkcel vodafon bir araya gelse cikaramaz,0
1009,mesaj atıyosun turkcell tamam onu anladıkta niye bi mesajı 2345678987654567890987656789 kere atıyosun henüz anlamış değilim????????******,0
1010,Bende Turkcell'liyim ama bende bu sevdadan gram yok :S,0
1011,"Önce avea'ydım turkcell'e geçtim.sonra avea oldum,şimdi bir daha turkcell'e geçmek istiyorum maşallah :D",1
1012,#turkcell bana kıyak geçmiş sms paketim seneye kadar darlingler :D,1
1013,bir noktada sinyal gucundeki azalmayi geri bildirim yaptiktan 1 gun sonra aranip ayni noktadamisiniz diye aranmak komik.,0
1014,başka ne olacaktı sanki :) ben turkcell'in yerinde olsam seni dakikası 5-10 liraya konuştururum bu saatten sonra :),1
1015,Elifi yeriiim :D malesef bizi ayiran turkcell :(,0
1016,linkteki haber i okuyun ama sonuna kadar reklam tekniğin süper turkcell ağzına sıçimmm,0
1017,EDGE ne 3G ne tukureyim Turkcell.Zorla adami Ozturkcelli yapacaksin,0
1018,"Busefer kazanan ben oldum bak Turkcell.Aksam 9 sabah 6,120tl bedava vermissin.Hicte uyku saatim degil.Carcur ettik daha da edicez bil yani",1
1019,ne isime yaradi :) zaten  gunde 167 sms gibi bir sacmalik yapiyor !,0
1020,hahahaha turkcell i örnek alarak sende onları soyuyorsun :D,0
1021,umursarsın dımı  ?? mesajı aldılar bence : ),0
1022,"MMS altyapisini zaten kurmustu, otobana benzetmem tasima Cap. Yuksek diye. Superonline ile fiberlerde kendinin. Ek maliyet 0.",1
1023,girmezmiyim.. Turkcell kartim bile var.. Yarindan itibaren onu takicam.. Twittersiz denedim sadece 3 gun yapabildim:))))),1
1024,4 çeker 5 çeker hikayeeeeee  en az 4-5 kez cagrı merkezine telefon acmama rağmen TRABZON'da şehir merkezinde telefon cekmiyor,0
1025,"niye sadece 6 ay  faturali hat kullananlara iphone 4s kampanyasi yapiyosunuz? Bugune bugun daha eksiye dusmedim, istisna istiyorum",0
1026,21 milyon 913 bin:  billboardlarındaki sevgi sözcüklerinin 20 günde ücretsiz resimli mesaj olarak gönderilme sayısı.,1
1027,pis adama bulastin trcell;),0
1028,"2011'de en çok hangi marka reklam verdi?    ilk 3 aynı sektor 1-Turkcell, 2-Vodafone, 3- TurkTelekom",1
1029,vay alçak turkcell,0
1030,#3kelimeyle2011 ocağımı kuruttun,0
1031,buyrun turkcell resmi iphone4S kontrat fiyatları  maliyete bakınca almak için deli olmak gerek !!! ev alırım o fiyata,0
1032,elim telefona gidiyor şunu bir arasam mı diyorum hemen turkcell mantığımı harakete geçiriyor no many :(,0
1033,hayat paylaşınca güzel canım benim :),1
1034,turkcell kendı sorununu cozemezkı..nasıl turkcell cozum merkezı uretsın ?,0
1035,Edge hizinda internetin Allah belasini versin. Turkcell duy sesimi,0
1036,Ayda 17 TL verdigim paketten google'a dahi giremiyorum. Tum yetkililerinize selam olsun,0
1037,Sanirim artik vodafone kullanicisi olucam. Hehehe hoscakal turkcell :D,0
1038,#osesturkiye Hol. The voice'daki Vodafone red roomdan sonra #Turkcell 'in sarı odası pek bir şahsiyetsiz kalmış.#Acun,0
1039,özturkcell den şaşma kardeşim gerisi yalan :),1
1040,yarın turkcell olucam yeni numara falan .. :(( babam açtırma diyo bbm i,1
1041,allah belanı versinnn .,0
1042,45dk da anca anlatabildim derdimi sonunda sistemimizde problem var dediniz. Saka misin??,0
1043,Turkcell numaramı taşıdığım İçin benim de hatırımı sordu 99.40 tl kadar aynı gun internet tamamı,0
1044,turkcell de benim sesim uygulamasini kaldirisaniz cok mutlu olucam bu gune kadar sesimi hic tanitamadim hep wc da mi olalim,0
1045,"3G sinyalim sürekli Edge'e düşerken,  Turkcell internet keyfimi ""kesintisiz"" sürdürebilmem için aboneliğimi yenilediklerine dair mesaj attı.",0
1046,"IDATE raporundan ""Turkcell Superonline 2011'de sunmaya başladığı 1000Mbs hızında fiber internetle Avrupa'da sayılı operatör arasına girdi""",1
1047,Bugune kadar trcell'in vaadettigi hicbir fatura tarifesini tutturamayanlardanmisiniz.,0
1048,KKTC Girne'de Turkcell şebekesi iptal...!!!netten ulaşın iyi geceler,0
1049,// 4 ay önce aldığım telefonum sonunda bozuldu... Bu kadar dayanması bile mucize... Teşekkürler Turkcell!!!,0
1050,oy oyy 90lar.. :)) ve maşallah afiyet olsun kuzum ama hayat paylaşınca güzel hehe :Pp,1
1051,Bu turkcell in kamil koç ile yaptığı kampanya anlaşmasından anlayan beri gelsin..Kampanyalı biletin nasıl alınacağı bilgisini ben bulamadım!,0
1052,"sinemaya, cok para gitmesin diye gnctrkcll le gidip 8 tl verirken, filmden once abur cubura 13 tl veren bi ciftiz bence.",1
1053,bu arada süperonline internet 50 gb downloaddan sonra hızınıı 10 mbt ten 1 mbt e düşürüyomuş.haberiniz ola.sınırsız diye gaza gelmeyin.,0
1054,:D kediyi getir gidelim türkcell bayiye :)),1
1055,"Coco Cola,Turkcell,Vestel reklamda onculer ...",1
1056,hayat paylaşınca güzel:),1
1057,Önce iletim raporu geliyo sonra bakıyorum iletilmedi beklemede. Turkcell sen benimle dalgamı geciyosun acebaa?,0
1058,bi kaç gun smsın olmayabılır turksel farkı huhu,0
1059,fiyat acisindan gayet iyiler. Bende 1000 dakika avea ici ayni paket.+ 120 dk her yone. Turkcell biraz da hirsiz.,0
1060,hoşgeldin aramıza. hayata bağlan Turkcell'le Hazal.,1
1061,Bu mesela: SunExpress'te TURKCELL'lilere tüm iç hat uçuşlarında %50 indirim! bu gün son gun! -,1
1062,Seni seviyorum dit dit diritdit senden nefret ediyorum -turkcell degistirir,0
1063,ısık hızında oldugunu ıddıa ettıklerı ınternetı 8 gunde baglayamıyorlar,0
1064,Cnm turkcell magazalarnda ve diger telefn magazalarnda satılıo :)),1
1065,"seviyorsan gel konus,surekli mesaj atıp durma. abaza mısın nesin",0
1066,Sabah 7.30dan itibaren tekrar Turkcell'm bilginizee :),1
1067,"434,00 tl ödemeyi nasıl yapacağım acaba süperonline a içime oturur ya",0
1068,"iPhone 4S Reklamında Sadece Kameraya Dikkat Çekmesi,Sanki iPhone Başka bir işe yaramıyormuş havası veriyor.Beceriksiz bi reklam",0
1069,kanka bende kontür yok ara beni :D ahahah turkcell !!!,0
1070,Superonline fiber rezalet devam ediyor,0
1071,"Ruyamda liralarim -25e dusuyordu. Ruyama bile giriyorsun Turkcell, hain seni.",0
1072,"ödediğimiz tel faturalarının %25'i KDV, %18'i de ÖİV. Yani devlet turkcell hep beraber geçiriyor anlayacağın.",0
1073,ama ne olur Turkcell bunu reklam kampanyalarında kullanmasın :) Zira bütçeden dolayı çok kanalda yayınlanıyor :),0
1074,abla cuma günü turkcell muzikte seni canlı canlı internettenmi dinlicez turkcell muzikte olcağını biliyorum ama nasıl olcak?,1
1075,neredeyse kurulduğundan beri Turkcell kullandım AMA bu gece mobil modemle saatlerdir 56 k modem gibi bağlanınca seni terk zamadır,0
1076,Bir kez daha cüzdanı evde unuttum ama Turkcell mobil imza sayesinde Garanti'den para çekip gunumu sorunsuz götürüyorum :),1
1077,o turkcell gecirmeseydi boyle olmazdı,0
1078,Bu Turkcell pusula uygulaması iPhone kullanıcıları için büyük nimet. Oturduğum yerden nöbetçi eczane kaç metre ötemde bana söylüyor.,1
1079,siz insanları kandırıyorsunuz,0
1080,sozde bende superonline 25 mhz kullaniyorum ama yalannn hepsi yalannn,0
1081,"Musteri hizmetlerindeki kadina 'turkcell benim tl'lerime kafasina gore biseyler yapiyo, bilmiyorumki.' Diyorum ya :D",0
1082,Bir türkcell'i olarak aveanın yeni reklamına bayıldım. İyi g.t etmiş şerefsizler. :D,0
1083,evet yeniden pin alacağım sırf bbm için :D turkcell hat alacağım :),1
1084,"bu aralar beynime silah dayayıp 'zbufgüm' efektiyle canıma kıyarsam, 'paylaşıncağağğağa çoğalan...' şeklindeki türksel reklamından olacak.",0
1085,hatların da sürekli kesilmesi Tcell göçügu mü yoksa iPhone kazığı mı onu daha çözemedim! Ama kabus bağlantılar!!,0
1086,niye bana Turkcell in panolarindaki guzel sozlerin resmini cekip gondermiosuun? ;),1
1087,"bana da 159 tl fatura gelmiş, bu ne ya, resmen salak yerine koyuyor adamı  #turkcellesavasim var",0
1088,Siyavuspasa mah. yaprak sok.bahcelievler'de ki tum musterilerinizin hatlarinin sadece pencere yanlarinda cektigini biliyor musunuz,0
1089,ondan önce seninle bi turkcell hattan konuşmamız gereek geçen gün senle mesajlaştıktan sonra bütün kontrlerim bitti :D,0
1090,Ibne turkcell piç yine yeniledi int paketimi ya,0
1091,"Oha çok iyi de, Turkcell'in bahsettiği fiyat bunun çok üzerindeydi..",0
1092,Bundan sonrasını   düşünsün biz de gayet memnunuz vodofondan.,0
1093,"Mutluluk, gnctrkcll kampanyasını bilmeden iki kişi kahve dünyasına gidip, kahve içtikten sonra ikincisinin bedava olduğunu öğrenmekti bugün.",1
1094,bı cepten ınternete gırebılıyorum nolur bu ruya bıtmesın turkcell,1
1095,"Sahan Gokbakarin oynadigi yeni Turkcell reklami baya iyi. Very sweet you, very beautiful",1
1096,#PazarlamaKonferansi Turkcell ile yine cok keyifli bir konferans baslamak uzere.,1
1097,öğrencilere ayak uydurmak amacıyla mesaj atarak iletişime geçen sayın hocam ama siz turkcell değilsniz üzgünüm.,1
1098,turkcell sana kıyak geçiyor :D,1
1099,Kendini düzeltmeyi neden denemiyorsun,0
1100,turkcelde bir hizmet daha ucretle sessz sedasiz bulusms oldu 7565 telesekreter aman Dkt,0
1101,kuzum bugun msj hakkım bıttı ya turkcel son dakka gol caktı bana :) ama msn ye gel gır gır yapalım ozledım sen samaya yapmayı :),0
1102,"10 gündür ""yazmayayım şimdi görürler falan"" dedim ama artık iş işten geçtiğine göre: Superonline bana adil kullanım şeyini uygulamadı 68GB!",0
1103,kalite herkezin hakkı diye türkcell heryerde 4 çekermiş.hayatta paylaşınca güzelmiş.ama HELİN. heryerde herzaman 5 çeker. alayınıza gider...,0
1104,İnovasyonda büyük ödül Turkcell'in - Kurumsal-,1
1105,"sen ne zaman bu milleti APTAL degilde, ABDAL yerine koyacaksin!!!",0
1106,işin gücün dalavere yeminlee,0
1107,"sesim kısıldıı içn Turkcell beni sesimden tanıyamadı waaow, demek ki gerçekten güwenli de ben işimi nası halletcem?",0
1108,Ne o Turkcell faturan geldi galiba...Hayat paraları Turkcell'le paylaşınca daha bir güzel.Ama kimin için?Biz mi Turkcell'mi?,0
1109,bukadr yuksekk fiyataa helal olsnnn kampanyaa dieee yolladnzz,0
1110,su anda nisantasinda iletisim kopmus durumda haydi RT #3kelimeyle2011 Nisantasinda Turkcell Cekmiyor!!!,0
1111,"Kirk yilda bir Turkcell ise yariyacakti platinum havas belesdi, havas havatas olmus yok",0
1112,hayat paylaşınca güzel iğrençliğinin yanında oskar alır o fasulye reklamı :),0
1113,İzin vermiyo turkcell öylebi hakkın yok sen kimsin lan diyo :D,0
1114,"Bir Coca Cola, bir de Türkcell reklam konusunda oldum olası çok başarılılar. Büyük olmak böyle bir şey olsa gerek...",1
1115,abim iphone aldıktan sonra turkcell göçtüü :)) hala belini doğrultamadıı :)),0
1116,eh ne demişler hayat paylaşınca güzel,1
1117,her ay ben size 1000 tl yakin para oduyorum hizmet istiyorum,0
1118,Dur bi mesaj atalım sevgilisinden zannetsin.  -Turkcell.,0
1119,Evet lan :D  ama abi türksel cok kazık,0
1120,Aynen kanka ya yemin ederim telefon uçuyo suan :) turkcell farki yaa :),1
1121,sanırım odamda ara sıra telim cekmıo. Dakka bası kım aramıs gelıyo. Turkcell iyice canımı sıkmaya basladın.,0
1122,"3 sene önce Turkcell reklemi vardı 2 0 0 9 hazırız bekliyoruz diye:) ne çabuk gecmis, simdi de çabuk gecer umarimm",1
1123,bir an evvel cevap bekliyoruz. biz burada hayatı sevdiklerimizle değil kimseyle paylaşamıyoruz.,0
1124,aynı zamanda özel de.. hayat paylaşınca güzel lalalala la lala :p,1
1125,Pazartesi ve Perşembe günleri film yorumları hurraaaa maş. :) iyiki varsın turkcell :),1
1126,ben aveaya geçtim tcell çok olmaya başlamıştı bu arada nasılsın =),0
1127,sadece quiknet mi var wınnımda var 64 k lik micro sim imde var i pad turkcell 4 çeker:),1
1128,"Dur bi mesaj atayim da heyecanlansin -Turkcell""",0
1129,"Numarasını Turkcell'e taşıyana 250 dk her yöne... Ama zaten yıllardır Turkcelli olanlar sürünsün... Onlar para basıyo dimi, tabi.",0
1130,20 TLmi 100 TL yapmak istemiyorum turkcell anla artik.,0
1131,Neymis efendim turkcell 4 cekermis 100 uzerinden heralde! Telefon faturasina odedigim paralar haram zikkim olsn! Hic bir yerde cekmyor!,0
1132,Sadece aradiigimda musteri hizmetlerine ulasabildigim icin turkcell kullanirim avea ve vodafone. Bosuna kampanya vs yapmayin,1
1133,"#superonline çalışanıyla birde davalık oldum,tamamen usülsüz bilgilendirmeyi ses kaydıyla ispatladıgım için birde dava açtılar bana :)",0
1134,sıkıldım artık sizin saçma sapan uygulamanızdan bidaha kampanyalı telefon almakmı Töbeler töbesi olSun 2.hattımıda Turkcel çekecem,0
1135,o değilde ben turkcell reklamında zamanın selocanlarındandım yani ona göre,1
1136,İnternet aracılığıyla açılan hiçbir uygulamayı kullanmadığıma rağmen o bahaneyle her dakika bir kuruşumu söğüşlediğin için tşk(.d) Turkcell,0
1137,Turkcell Yeni yildizini bulmus,1
1138,duy bunu superonline japonyada 83mbps internet 60usd ve limitsiz! kotasız!,0
1139,iletişim bilgilerimi ben size iletim iletmesine de superonline'ın yaptıkları geçeli 1 ay olmamasına rağmen 1 değil 2 değil.,0
1140,ilişkiler karşılıklı olmalı :))1 hafta süre karşılık almazsamsilerim seni ...:),0
1141,#yeniyildanistegim paylaşmayı bilen bir Dünya... çünkü hayat paylaşınca güzel :),1
1142,Paylaştıkça çoğalan sevgine sokim be Turkcell!! Adam rakı içmelik reklam müziği yaparmı be??,0
1143,gencler Ve kendini genc hisseden herkes gnctrkcll li degil mi;)),1
1144,bir sure once ben de ayni durumdaydim amac nedir bilniyorum:( sonra kesildi aramalar...,0
1145,"evet turkcell ile denedim bir sıkıntı çıkmadı , jb siz avea için herhangi bir çözüm varmı ? #avea #aveadestek",1
1146,10 senedir turkcell iletisim merkezlernde muhattap oldgm butun erkek temsilciler  APTAL !!!,0
1147,#Turkcell biraz bir seyler yap Twitter'in Facebook'tan eksigi ne? Onun niye 0'ı m'i yok. Yazik bence.,0
1148,hayat paylaşınca güzel:)))),1
1149,#turkcell #vodafone #avea Turkcell Gold Plus Paketine Alternatif arıyorum arkadaşlar. Lütfen yardımcı olun :) #Turkcell 'den bıktım.,0
1150,"""iPad'ler gümrükte takıldı kusura bakmayın"" diye mazeret üreten dandik operatör bittabii #Turkcell dir.",0
1151,"Var avea, hem bana bugün beleş 250mb internet verdi, bunu bana turkcell verebilir mi sorarım büşra?",0
1152,Belki bana Turkcell mesaj atmıştır. İşte hat var tel yok :),0
1153,butun cuma gunleri boyle olsa.. :)) Turkcell #pazarlamakonferansi - Charlene Li,1
1154,kubat lı turkcell reklamı nasıl mı? b.k gibi o kadar nefret ediyorum ki çıktığı gb kapatıyorum.. Syn Ciliv sen böle hatalar yapmazdın ama!,0
1155,öğlen attığım mesajlar şimdi iletiliyor.oha turkcell,0
1156,#turkcell sanki #avea dan çok farklı!,0
1157,Öztürk tiplemesi bile Turkcell'i sevmemek için bir sebep aslında.,0
1158,Huzur bereket sukunet,1
1159,hayata bağlan turkcelleeeee,1
1160,"hayat siz cebinizdekileri bizle paylaşınca güzel.selocanlara bile uyuzm.work all nite-day pay th bills have to pay,aint it sad?",0
1161,twitter'ın Güzin Ablası oldunuz. Ben de Turkcell den şikayetçiyim. 2 aydır sorunumuzu gidermediler dikkat! gideremediler değil!,0
1162,belki Turkcell le baglansak hayata hersey daha kolay olur:),1
1163,"""hayat okudugunu paylastikca guzel"" sloganiyla vapurlarda gazete dagitan turkcell e... hayyy yaşşaa len turkcell demek geldi icimden...MY",1
1164,sen olmadan sarılamam zaten bitanem eksik  kalır yok olurum hayat seninle  paylaşınca güzel,1
1165,"Ananida Al git Turkcell, Yoksa Cok karde$ gelicek sana Coooookk...",0
1166,ile  in yaptigi seyahat kampanyasi yerinde ama Aralik ayinda uyguladiklari sistem cok yanlis.,0
1167,hayat paylaşınca güzel :)),1
1168,ŞENER ŞEN CEZA OLGUN ŞİMŞEK Binnur Kaya    sana söylüyorum bu firmanın reklamına çıkmayın YAŞASIN,1
1169,paket aşım ücreti tarifene tüküreyim #turkcell,0
1170,#turkcellfestival Harika Yorumlarından dolay model'e teşekkürler ve tabiki turkcell e :),1
1171,#2012hayallerimin ilk sırasında aylardır söyleyip durduğum gibi numaramı Turkcell'e taşımak var. Hayal olarak kalmasın ama. Nioğğlur.,1
1172,superonline :),1
1173,Turkcell 97 liraya veriyor...boş verin aveayı Turkcellden alın =),1
1174,beni unutmayan tek adam turkcell,1
1175,"İSO İnovasyon Büyük Ödülü'nü Turkcell Teknoloji Araştırma Geliştirme, İSO İnovasyon Jüri Özel Ödülü'nü Royal Halı kazandı.",1
1176,"hayat paylaşınca güzel "" TURKCELL :))))",1
1177,#turkcell kadar serefsiz bi operator daha bilmiyorum :/,0
1178,Bi turksel bi de dijiturkten cektigim kadaaar ....... :,0
1179,"""Sayın Süreyya Ciliv, klasör yok ama sizi olumsuz haberler konteynırına götürelim isterseniz"" :))",0
1180,O degil de turkcell reklamlarinda milleti kandiriyor. iCloud sanki sadece iphone 4s te varmis gibi gostermisler.,0
1181,bende turkcell kullanmıyorum ki... :)))),0
1182,turkcell cekmiyo panpa,0
1183,internet hızım neden 8m degil ? su hızı arttırın yoksa superonline alıcam,1
1184,orospu cocugu turkcell ya online islem yapıcam sifremi göndermiyo,0
1185,"En kötüsü de, sms olmadığı zaman telefonum defalarca öter. Olduğu zaman ise,  sadece turkcell kontürlerimi yemek için kampanyalar sunar.",0
1186,#BuKutudaNeVar  yayında inanılmaz VIZILTI var..teknik masa..lütfen çözün.....,0
1187,Bu turkcell harbi Pic,0
1188,Konuyla ilgili gösterme bir destekle bazı kursiyerleri Turkcell abonesi yaptıktan hemen sonra desteğinizi çekmeniz size yakışmadı!,0
1189,Kusurlu hizmet veriyosun #turkcell ben seni bu kadar severken yapma bana bunuu,0
1190,"""Sevgili paylasinca guzel"" ne demek Turkcell ya ?",0
1191,"$u Turkcell reklamina bayiliyorum.. ""Mekanigini anlayamadin"" hahahaha ozturkselli olmak istiyorum :D",1
1192,110 mb lık internet kullanımına 105 tl fiyat geçiren turkcell itiraz edince geriye dönük tarifelendirme yapıp ücreti 7 liraya düşürdü,0
1193,Ohaa Türkcell ve Vodofone İphone 4S fiyatlarını uçurmuş sanki,0
1194,ewet ben de vodofon vın kullandım için internet uygun ama hat olarak turkcel daha iyisi bence,1
1195,1994 yılından bu zamana kadar kullandığım TURKCELL hattımı TURKCELLin tutumdan dolayı Protesto olsun diye kapattım... Yüküm hafifledi...,0
1196,"Manga Konseri harikydı.Acun Ilıcalı'ya,Manga'ya ve Turkcell'e teşekkür ediyorum.",1
1197,Biliyomusunuzzzz Turkcell oluyorummmm. Bilmessiniz tabi çünkü daha yeni karar verdimmmm.,1
1198,Turkcelle bağlan hayata diyorum ;))),1
1199,Kaç kez sonbohar kaçç kezz dedimm hayaaaatt ! Vodafone Freezone kullanmıyorum ama hoşuma gidiyorum.. Ben GENÇ TURKCEL. TÜRKCEL'LİNİN GÜCÜ !,1
1200,bide 4 çeker diyoya çekmiyo.vın almstm çekmedi geride almadilar.zorla iade ettm:-S,0
1201,"2012'ye kadar sms hakkinizi kullanabilirsin diyen sevgili turkcell ""allah razii olsun, sen olmasan napardim"" demek istedim.",1
1202,rahat bırakırsa uyuyacam !,0
1203,"Hiç haketmedigim halde beni magdur eden TURKCELL i protesto ediyorum.Param ödenmiş,güncelleştirmem yapılmış vel tel.kapanmış",0
1204,Kendimi hiç bu kdar yalnız hissetmemiştim ne reyhan ne turkcell mesaj attı 12 saat içinde,0
1205,hay baslicam senin sagladgn 3g ye deee cekim gucune dee ...,0
1206,"4 yillik tecrubeme dayanarak söyleyebilirim ki; ""her yerde 4 çeker"" büyük yalan! Bu Turkcell Bakirköy'de cekmiyor.Günesli'de hic cekmiyor...",0
1207,bende kazıkçı turkcell'liyim,0
1208,"""Turkcellden başka mesaj atanım yok ya"" diyenler, olm az susun. Turkcell gene düşünceli, Avea nerdeyse hiç atmıyo. Yalnızlıktan ölücem.",1
1209,hayat paylasinca guzel ;))),1
1210,lanet olsun metroda çekmeyen Turkcell'e o zaman :),0
1211,"Sanırım turkcell benden hoşlanıyor.. Sıradışı mesajlarr , kampanyalarr , hediye dakikalarr , fırsatlarrr . Hep bi güzellik yapma derdinde :D",1
1212,En azından  Müşteri Hizmetleri ses kayıtlarımı vermezseniz bile çevirip çevirip dinlemenizi tavsiye ederim. :)),0
1213,Turkcell den aradılar iş görüşmesi için yarın cagırdılar geldiye :) aklımda yoktu ama güzel olur gelebilirim,1
1214,gerzekalı :D turkcell cekmıo babaannemde,0
1215,Sabah vapurda turkcell hayat paylaşınca güzel diyerek gazete dağtyor cumhuryet hariç bence hiç de güzel değil.,0
1216,olum bak türksel sana çok pis gıcığım ikidir ters gidiyosun bana artık vodafone a geçme zamanıdır.,0
1217,hayat paylaşınca güzel,1
1218,Mesajlarımın iletilmeyişine de iyice sinir olmaya başladım. Batarsın inşallah turkcell!,0
1219,Bir Turkcell GSM şehrinde neler oluyor ? Eğitimindeyim. Baya olaylar oluyor durumlar fena :),0
1220,#2011MARKA keske suan orada olsam:( Turkiye'de gerceklesn en degerli olusumlardan.Benim icin konferansn en degerlisi ise tabiki TURKCELL;),1
1221,amk turkcell seysi sms yapmadii hala ve arayamam mal,0
1222,"Bu turkcell iyice mala bağladı,kampanya msjları yetmiyormuş gibi bi de sesli olarak arayp kampanya dinlettler bana ya sapık mıdır nedrler ya",0
1223,Turkcell panolarindan fotograf almis gibi sevindim (=,1
1224,aıle operatorumuz turkcell :D,1
1225,sen yine turkcell e mi döndün kanki ?,1
1226,2011 yilinin en iyi reklam yapan GSM operatoru  ( kullaniyorum),0
1227,özturkcell seninle ölmeye geldik özturkceeeeeellllll :))) ( hasan doğan spor kompleksi),1
1228,Turkcell cekmiyormu yani,0
1229,"Oyle huzurluyum ki, Turkcell bile ariza cikarmadi bu kez, o derece! :))",1
1230,'e yasattigimiz super musteri deneyimi icin onurlu ve gururluyuz. ( Turkcell Superonline),1
1231,şerefsiz onursuz tamamen kapitalist ve hileci bir firma sizi ödemeli ariyorlar ya ilave çalıyorlar 29 krs,0
1232,zaten iletişim kalitesi çok kötü. Ben hiç memnun kalmadım Avea dan. Türkcell pahalı hizmet iyi,1
1233,"in iphone 4s sloganı cok amotrce olmus:""Bugune kadar yapılmıs en iyi Iphone"":)",0
1234,hayat kesinlikle paylaşınca güzel :),1
1235,Ohaa amk 65 tl fatura geldı bana ananın amı turkcell,0
1236,abi zannetmiyorum malum turkcell burundan kıl aldırmaz :(( ama platform farklı müşteri kapmak için kampanya yapılabilir,0
1237,"neye uyuz olduysam reklamlarına hayran oldum; cocacola, zaman, turkcell.. reklamcılık harikaları.. :)",1
1238,"Bi sesli mesajim var diye sevinirken o da turkcell çıktı ya, ne diyim sana turkcell! Defol git turkcell!",0
1239,Elektrik gitti Allah'tan 3G var thanks turkcell :-)),1
1240,senden şimdi formspring'den soru ile yardım isteyecektim canısı. telefon hala kıpırdamıyor. turkcell'i dürtebilir misin aşk için?,0
1241,Sabah afyonum patlamadan tlf çalıp actiginda Turkcell'in band kaydı olduğunu anladığım an içimden söylediklerim ... :/,0
1242,bu turkcell artık ne yapacağını şaşırdı abi her kontör yüklediğin an paket olmadığı halde yenilediği şeyler var,0
1243,bunların hepsi böle digiturk turkcel telekom soyguncu,0
1244,e ozaman senin karsına cıkan denyoların türkcell in her yöne msj kampanyasından haberleri yoktu:D:D:D,1
1245,türksel bugün bildiğin taciz etti beni.5 dk rahat vermedi,0
1246,evlere kadar ulaştırmak için çabalıyoruz. Bu hizmeti kimse veremedi. Biz veriyoruz. Herkese fiber :),1
1247,Divandan dogum gunu pastasi gondermek! Valla sasirdim tesekkurler #turkcell :):),1
1248,"en kısa süRe içiNde supeRonLine iLe oLan iLişkimi biTiriyoruM,iLanen duyRuLur..",0
1249,o attığın turkcell numarasını mı kullanıyosun güzellik? Hemen fısı fısı ederiz :D,1
1250,Divane Asik Gibi Blog Turkcell Blog odullerinde son 10`a kalmis. Destek veren herkese tesekkurler...,1
1251,turkcell superonline,1
1252,acaba turkcell kullanmayı bırakan 819.000 kişi bu şikecıler mı? :)),0
1253,"""arkadaşımın telefonunda sevgilisinin adını TURKCELL diye değiştirdim gelen msjları okumadan siliyor ayrıldı...",0
1254,Nolursa olsun turkcell candır :),1
1255,"Bloguma İstanbul'dan yorum bırakan Superonline müşterisi: Git kendinle kafa bul. Tabi bulman için kafa lazım, neyse..",0
1256,#Turkcell cok gıcık oldum sana!!!!,0
1257,"Oda arkadaşım bana mesaj attı, geldi gayet. Onun operatör de  Ben hala yollayamıyorum amaaa. :O",0
1258,Lütfen gece 12 den sonra bana mesaj atmaktan vazgeç,0
1259,hizliyim ama hayirsiz degilimm :) bencede goruselim :) turkcell boy :),1
1260,Ölmeden önce söylenen son sözler; (calisilan sirket turkcell)Sayın patron arkadaşlarla birlikte topluca vodafone'a geçiyoruz (toplu katliam),0
1261,turkcell cvp atmis. Knka sitemzden bakabilirsiniz diye :p. Ve hala kitaptayim,1
1262,kesinlikle Süperonline.Hatta tivibuyu da öneririm.gayet güzel imkanları var;),1
1263,kötü espiri yapanları seçiyorlar yaw nokiada 3 hafta boyunca ne çektiğimi gördün sn turkcell 15 dakikada hediye etti :),1
1264,28.11.2011 de başlayan oturumu 01.01.2012 00:34 de kapatıp ilgili kotayı Ocak 2012 ye ekleyen superonline ı buradan alkışlarla kınıyorum.,0
1265,bugün bana yaptığın haksızlığı sana hiç unutturmayacağım..hani 150 her yöne kampanyası..artık yaşasın turkcell.seni terkediyom avea..,1
1266,'e bir fırça daha attım. akşam akşam rahatladım :),0
1267,Bi merhamet et gunde 167msj kıme yeter hadı bızı düşünmüosan alttan gelen neslimizi ergenlerımızı dusun ergenler msjsz kalmasın:),0
1268,"Iphone 4 konusunda babamın kanına girdim bugün :) Turkcell'den aldığım katalog ile yanına gidip, istiyorum bunu dedim :)",1
1269,neden hep istanbul birazda izmirde bir seyler yapsaniz ?,0
1270,Ben zaten turkcell için baktım. turkcell'den vazgeçmem her türlü kaliteli bir ara vodafone kullandım ikinci hat yok asla..,1
1271,Migros'ta telefonunu Turkcell'e taşıyana 50tl lik alışveriş hakkı veriliyormuş. Yakında numarasını taşıyana maaş bağlayacaklar herhalde.,1
1272,Günlükleri Vol. (bilmem kaç) Rumeli Caddesindeki abone merkezinde nakit parayla fatura ödeyemiyorum,0
1273,Bu gerizekalı tcell gece bedava vereceğine gündüz verseydi nolurdu,0
